doc_id,source_row_index,artist,title,year,word_count,obscenity,violence,sexism,stigmatization,raw_response,attempts
29164,29163,MC Solaar,Le sens de la vie,1997.0,327,7.0,3.0,5.0,2.0,"Obscenity: 7
Violence: 3
Sexism: 5
Stigmatization: 2",1
29165,29164,Mac Tyer,Tu sais qui je suis,2014.0,752,9.0,6.0,2.0,4.0,"Obscenity: 9
Violence: 6
Sexism: 2
Stigmatization: 4",1
29166,29165,Igor LDT,Paye en cash,2018.0,528,9.0,7.0,6.0,4.0,"Obscenity: 9
Violence: 7
Sexism: 6
Stigmatization: 4",1
29167,29166,Sneazzy,Tchernobyl,2018.0,545,8.0,4.0,7.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 7
Stigmatization: 4",1
29168,29167,MC Solaar,Onzième commandement,1998.0,269,0.0,8.0,0.0,0.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 0",1
29169,29168,VH Gang,Stunt,2018.0,751,10.0,9.0,0.0,3.0,"Obscenity: 10
Violence: 9
Sexism: 0
Stigmatization: 3",1
29170,29169,MC Solaar,Galaktika,1998.0,264,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29171,29170,MC Solaar,Perfect,1998.0,372,0.0,2.0,8.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 8
Stigmatization: 0",1
29172,29171,Roshi,Survole,2018.0,599,10.0,8.0,8.0,8.0,"Obscenity: 10
Violence: 8
Sexism: 8
Stigmatization: 8",1
29173,29172,Igor LDT,Ailleurs,2018.0,373,8.0,4.0,2.0,2.0,"Obscenity: 8
Violence: 4
Sexism: 2
Stigmatization: 2",1
29174,29173,MC Solaar,Vigipirap,1998.0,276,4.0,6.0,0.0,4.0,"Obscenity: 4
Violence: 6
Sexism: 0
Stigmatization: 4",1
29175,29174,TRI3AMERA,Encore Encore Encore,2018.0,324,9.0,7.0,0.0,6.0,"Obscenity: 9
Violence: 7
Sexism: 0
Stigmatization: 6",1
29176,29175,Sauveur Eloheem,Josué,,108,9.0,0.0,3.0,3.0,"Obscenity: 9
Violence: 0
Sexism: 3
Stigmatization: 3",1
29177,29176,MC Solaar,Nouvelle genèse,1998.0,283,0.0,2.0,0.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 0",1
29178,29177,Quincy (French),Dans ma bulle,,322,7.0,3.0,2.0,4.0,"Obscenity: 7
Violence: 3
Sexism: 2
Stigmatization: 4",1
29179,29178,Grems,Camisole,2014.0,293,8.0,7.0,7.0,6.0,"Obscenity: 8
Violence: 7
Sexism: 7
Stigmatization: 6",1
29180,29179,MC Solaar,Je me souviens,1998.0,457,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29181,29180,MC Solaar,L’argent ne fait pas le bonheur,1998.0,319,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
29182,29181,Still Fresh,Elle m’a dit,2018.0,460,0.0,0.0,2.0,2.0,"Obscenity: 0
Violence: 0
Sexism: 2
Stigmatization: 2",1
29183,29182,ICO,Dafalgan,2018.0,174,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29184,29183,M Le Maudit,Psycho,2018.0,226,10.0,7.0,0.0,6.0,Obscenity: 10 Violence: 7 Sexism: 0 Stigmatization: 6,1
29185,29184,​​​​jäde (FRA),Dors bien,2018.0,219,0.0,0.0,2.0,3.0,"Obscenity: 0
Violence: 0
Sexism: 2
Stigmatization: 3",1
29186,29185,Falcko,Interlude (CDT2),,349,9.0,8.0,0.0,1.0,Obscenity: 9 Violence: 8 Sexism: 0 Stigmatization: 1,1
29187,29186,MC Solaar,Introspection,2003.0,164,0.0,0.0,0.0,2.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 2 (A cause de ma sombre couleur, Le béton brut, ça me hante)",1
29188,29187,MC Solaar,Hijo de Africa,2003.0,452,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29189,29188,MC Solaar,T’inquiète (intro),2003.0,20,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29190,29189,MC Solaar,Guérilla,2003.0,442,8.0,8.0,4.0,8.0,"Obscenity: 8
Violence: 8
Sexism: 4
Stigmatization: 8",1
29191,29190,MC Solaar,Jumelles,2003.0,425,0.0,0.0,2.0,2.0,"Obscenity: 0
Violence: 0
Sexism: 2
Stigmatization: 2",1
29192,29191,Soso Maness,Sosorina,2018.0,445,8.0,7.0,2.0,3.0,"Obscenity: 8
Violence: 7
Sexism: 2
Stigmatization: 3",1
29193,29192,MC Solaar,Jardin d’Eden,2003.0,361,0.0,2.0,0.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 0",1
29194,29193,Falcko,Intro Deuxième mi-temps,,157,10.0,0.0,0.0,0.0,"Obscenity: 10
Violence: 0
Sexism: 0
Stigmatization: 0",1
29195,29194,MC Solaar,L’Homme Qui Voulait 3 Milliards,2001.0,437,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
29196,29195,MC Solaar,Au pays de Gandhi,2003.0,393,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29197,29196,MC Solaar,J’connais mon rôle,2003.0,460,1.0,2.0,0.0,0.0,"Obscenity: 1
Violence: 2
Sexism: 0
Stigmatization: 0",1
29198,29197,Falcko,Outro Deuxième mi-temps,,117,4.0,6.0,0.0,4.0,"Obscenity: 4
Violence: 6
Sexism: 0
Stigmatization: 4",1
29199,29198,MC Solaar,Souvenir,2003.0,325,0.0,8.0,0.0,4.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 4",1
29200,29199,MC Solaar,Sauvez le monde,2003.0,513,0.0,4.0,0.0,0.0,"Obscenity: 0
Violence: 4
Sexism: 0
Stigmatization: 0",1
29201,29200,Ikaz Boi,Vrai Love,2018.0,206,9.0,8.0,4.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 4
Stigmatization: 0",1
29202,29201,Ikaz Boi,Pyramid Tokyo (Interlude),2018.0,77,0.0,2.0,2.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 2
Stigmatization: 0",1
29203,29202,Ikaz Boi,4K,2018.0,352,9.0,8.0,0.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 0",1
29204,29203,Diam’s,La gomme,2005.0,815,8.0,0.0,6.0,3.0,"Obscenity: 8
Violence: 0
Sexism: 6
Stigmatization: 3",1
29205,29204,Sat l’Artificier,Dans Mon Barillet,2010.0,623,7.0,2.0,0.0,0.0,"Obscenity: 7
Violence: 2
Sexism: 0
Stigmatization: 0",1
29206,29205,Akhenaton,Bien Paraître,2006.0,763,0.0,0.0,0.0,6.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 6",1
29207,29206,113,Jackpotes,,445,9.0,2.0,3.0,4.0,Obscenity: 9 Violence: 2 Sexism: 3 Stigmatization: 4,1
29208,29207,113,Parti en fumée (L’esprit Ruff),1998.0,482,8.0,9.0,0.0,8.0,"Obscenity: 8
Violence: 9
Sexism: 0
Stigmatization: 8",1
29209,29208,113,Les évadés,1998.0,950,10.0,10.0,0.0,10.0,"Obscenity: 10
Violence: 10
Sexism: 0
Stigmatization: 10",1
29210,29209,Gaël Faye,En Résidence (freestyle),2013.0,384,0.0,2.0,0.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 0",1
29211,29210,113,Le quartier est agité (remix),1998.0,672,10.0,9.0,0.0,8.0,"Obscenity: 10
Violence: 9
Sexism: 0
Stigmatization: 8",1
29212,29211,113,Association,,864,4.0,4.0,0.0,4.0,"Obscenity: 4
Violence: 4
Sexism: 0
Stigmatization: 4",1
29213,29212,Joé Dwèt Filé,Avec toi,2017.0,169,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29214,29213,Le Rat Luciano,De un,2000.0,327,8.0,2.0,0.0,4.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 4",1
29215,29214,113,C’est ici que la vie commence,1998.0,721,8.0,8.0,0.0,4.0,"Obscenity: 8
Violence: 8
Sexism: 0
Stigmatization: 4",1
29216,29215,Le Rat Luciano,À bas les illusions,2000.0,439,0.0,4.0,0.0,0.0,"Obscenity: 0
Violence: 4
Sexism: 0
Stigmatization: 0",1
29217,29216,Le Rat Luciano,Sacré,2000.0,470,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29218,29217,Vald,Mon présent,2012.0,35,10.0,4.0,0.0,0.0,"Obscenity: 10
Violence: 4
Sexism: 0
Stigmatization: 0",1
29220,29219,Vald,Lettre à Élise (Interlude),2012.0,115,8.0,0.0,8.0,8.0,"Obscenity: 8
Violence: 0
Sexism: 8
Stigmatization: 8",1
29221,29220,Igor LDT,Ride,2018.0,389,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
29222,29221,TSR Crew,C’est Inscrit Tout-par,2008.0,474,4.0,4.0,0.0,2.0,"Obscenity: 4
Violence: 4
Sexism: 0
Stigmatization: 2",1
29223,29222,DJ Kayz,Mito,2018.0,316,8.0,4.0,0.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 4",1
29224,29223,DJ Kayz,Miami,2018.0,296,8.0,4.0,0.0,0.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 0",1
29225,29224,DJ Kayz,Ocalma,2018.0,511,9.0,8.0,8.0,7.0,"Obscenity: 9
Violence: 8
Sexism: 8
Stigmatization: 7",1
29226,29225,DJ Kayz,J’m’en vais,2018.0,636,7.0,2.0,2.0,2.0,"Obscenity: 7
Violence: 2
Sexism: 2
Stigmatization: 2",1
29227,29226,DJ Kayz,Fonce,2018.0,427,4.0,6.0,0.0,,"Obscenity: 4 (mots grossiers : ""fonce"", ""onces"", ""sallide"")
Violence: 6 (mots de violence : ""bombe"", ""trahis"", ""fonce dans le mur"")
Sexism: 0 (auc",1
29228,29227,DJ Kayz,Bye Bye,2018.0,94,0.0,2.0,0.0,0.0,"Obscenity: 0
Violence: 2
Sexism: 0
Stigmatization: 0",1
29229,29228,DJ Kayz,OK mani,2018.0,522,9.0,8.0,7.0,7.0,"Obscenity: 9
Violence: 8
Sexism: 7
Stigmatization: 7",1
29230,29229,DJ Kayz,Champagne,2018.0,353,8.0,0.0,4.0,0.0,"Obscenity: 8
Violence: 0
Sexism: 4
Stigmatization: 0",1
29231,29230,DJ Kayz,Associés,2018.0,377,9.0,7.0,0.0,2.0,"Obscenity: 9
Violence: 7
Sexism: 0
Stigmatization: 2",1
29232,29231,DJ Kayz,Michto,2018.0,516,8.0,4.0,4.0,3.0,"Obscenity: 8
Violence: 4
Sexism: 4
Stigmatization: 3",1
29233,29232,DJ Kayz,Bendo ensoleillé,2018.0,334,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29234,29233,DJ Kayz,Mucha Guapa,2018.0,545,8.0,2.0,6.0,3.0,"Obscenity: 8
Violence: 2
Sexism: 6
Stigmatization: 3",1
29235,29234,DJ Kayz,Marseille - Paris,2018.0,339,8.0,0.0,0.0,0.0,"Obscenity: 8
Violence: 0
Sexism: 0
Stigmatization: 0",1
29236,29235,Titai,Freestyle - Dans la mine #4,2018.0,379,9.0,8.0,2.0,2.0,"Obscenity: 9
Violence: 8
Sexism: 2
Stigmatization: 2",1
29237,29236,Stupeflip,Sektion Fantome,,49,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29238,29237,Luidji,Freestyle “Talk to Me”,2014.0,559,8.0,6.0,4.0,2.0,"Obscenity: 8
Violence: 6
Sexism: 4
Stigmatization: 2",1
29239,29238,Titai,Dans la mine,2017.0,691,8.0,8.0,0.0,0.0,"Obscenity: 8
Violence: 8
Sexism: 0
Stigmatization: 0",1
29240,29239,Franglish,Elle,2018.0,451,8.0,2.0,6.0,0.0,"Obscenity: 8
Violence: 2
Sexism: 6
Stigmatization: 0",1
29241,29240,Le Rat Luciano,Adrénaline,2000.0,950,0.0,7.0,0.0,0.0,"Obscenity: 0
Violence: 7
Sexism: 0
Stigmatization: 0",1
29242,29241,Changerz,La vie est une ride,2018.0,662,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
29243,29242,Changerz,"Jeunes, coupables & libres",2018.0,573,4.0,2.0,2.0,4.0,"Obscenity: 4
Violence: 2
Sexism: 2
Stigmatization: 4",1
29244,29243,Changerz,Dans ce monde,2018.0,638,8.0,2.0,2.0,4.0,"Obscenity: 8
Violence: 2
Sexism: 2
Stigmatization: 4",1
29245,29244,Changerz,AMLV,2018.0,414,8.0,2.0,6.0,4.0,"Obscenity: 8
Violence: 2
Sexism: 6
Stigmatization: 4",1
29246,29245,Lady Laistee,Au nom de Dieu,1999.0,536,0.0,8.0,0.0,8.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 8",1
29247,29246,Le Rat Luciano,Mode de vie complexe,2000.0,666,8.0,0.0,0.0,0.0,"Obscenity: 8
Violence: 0
Sexism: 0
Stigmatization: 0",1
29248,29247,Sauveur Eloheem,Hoodie Palace,2016.0,328,10.0,9.0,9.0,8.0,"Obscenity: 10
Violence: 9
Sexism: 9
Stigmatization: 8",1
29249,29248,Le Rat Luciano,Vie d’artiste,2000.0,570,8.0,4.0,0.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 4",1
29250,29249,Le Rat Luciano,Le jeu,2000.0,846,9.0,8.0,7.0,8.0,"Obscenity: 9
Violence: 8
Sexism: 7
Stigmatization: 8",1
29251,29250,Luidji,K.O.,2011.0,387,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
29252,29251,Joey Starr,The Jam “West Indies Break Bites”,2006.0,211,8.0,0.0,8.0,4.0,"Obscenity: 8
Violence: 0
Sexism: 8
Stigmatization: 4",1
29253,29252,Le Rat Luciano,Il est fou ce monde,2000.0,736,2.0,0.0,0.0,2.0,"Obscenity: 2
Violence: 0
Sexism: 0
Stigmatization: 2",1
29254,29253,Landy,Mytho,2018.0,399,8.0,0.0,4.0,2.0,"Obscenity: 8
Violence: 0
Sexism: 4
Stigmatization: 2",1
29255,29254,Dosseh,Voilà pourquoi,2018.0,367,8.0,8.0,2.0,2.0,"Obscenity: 8
Violence: 8
Sexism: 2
Stigmatization: 2",1
29256,29255,Dosseh,Pour vous par nous,2018.0,543,8.0,4.0,2.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 2
Stigmatization: 4",1
29257,29256,Dosseh,À chaque jour...,2018.0,489,8.0,6.0,0.0,0.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 0",1
29258,29257,Dosseh,Ma keh à moi,2018.0,811,10.0,10.0,10.0,10.0,"Obscenity: 10
Violence: 10
Sexism: 10
Stigmatization: 10",1
29259,29258,Dosseh,Vidalossa,2018.0,522,9.0,3.0,3.0,3.0,Obscenity: 9 Violence: 3 Sexism: 3 Stigmatization: 3,1
29260,29259,Dosseh,Sommet,2018.0,422,6.0,5.0,0.0,1.0,"Obscenity: 6
Violence: 5
Sexism: 0
Stigmatization: 1",1
29261,29260,Dosseh,Toit du monde,2018.0,470,8.0,8.0,6.0,7.0,Obscenity: 8 Violence: 8 Sexism: 6 Stigmatization: 7,1
29262,29261,Dosseh,Princes de la ville,2018.0,520,8.0,4.0,0.0,2.0,Obscenity: 8 Violence: 4 Sexism: 0 Stigmatization: 2,1
29263,29262,Dosseh,Jet privé,2018.0,494,8.0,4.0,4.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 4
Stigmatization: 4",1
29264,29263,Dosseh,Paris en août,2018.0,473,9.0,8.0,2.0,2.0,"Obscenity: 9
Violence: 8
Sexism: 2
Stigmatization: 2",1
29265,29264,Dosseh,45 atmo,2018.0,746,8.0,4.0,6.0,6.0,"Obscenity: 8
Violence: 4
Sexism: 6
Stigmatization: 6",1
29266,29265,Dosseh,La rue c’est rasoir,2018.0,735,6.0,5.0,0.0,3.0,"Obscenity: 6
Violence: 5
Sexism: 0
Stigmatization: 3",1
29267,29266,SCH,VNTM,2018.0,583,9.0,7.0,8.0,7.0,"Obscenity: 9
Violence: 7
Sexism: 8
Stigmatization: 7",1
29268,29267,Smeels,FACKT*,2018.0,366,9.0,6.0,8.0,7.0,"Obscenity: 9
Violence: 6
Sexism: 8
Stigmatization: 7",1
29269,29268,SCH,Gennaro*,,131,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
29270,29269,SCH,Crois moi,2024.0,418,8.0,7.0,2.0,2.0,"Obscenity: 8
Violence: 7
Sexism: 2
Stigmatization: 2",1
29271,29270,SCH,Éclipse*,,358,8.0,4.0,2.0,2.0,"Obscenity: 8
Violence: 4
Sexism: 2
Stigmatization: 2",1
29272,29271,SCH,Napoli*,,115,9.0,7.0,0.0,0.0,"Obscenity: 9
Violence: 7
Sexism: 0
Stigmatization: 0",1
29273,29272,SCH,Pharmacie,2018.0,664,9.0,8.0,0.0,0.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 0",1
29274,29273,SCH,Ivresse & Hennessy,2018.0,571,10.0,7.0,7.0,7.0,"Obscenity: 10
Violence: 7
Sexism: 7
Stigmatization: 7",1
29275,29274,Smeels,Airplay,2018.0,189,10.0,0.0,0.0,10.0,"Obscenity: 10
Violence: 0
Sexism: 0
Stigmatization: 10",1
29276,29275,Smeels,7h15,2018.0,201,8.0,5.0,0.0,3.0,"Obscenity: 8
Violence: 5
Sexism: 0
Stigmatization: 3",1
29277,29276,Smeels,2k18,2018.0,342,8.0,2.0,6.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 6
Stigmatization: 2",1
29278,29277,Smeels,Lie,2018.0,329,10.0,4.0,8.0,6.0,"Obscenity: 10
Violence: 4
Sexism: 8
Stigmatization: 6",1
29279,29278,Smeels,Lowjack,2018.0,230,10.0,8.0,10.0,10.0,"Obscenity: 10
Violence: 8
Sexism: 10
Stigmatization: 10",1
29280,29279,Joey Starr,On N On,2011.0,580,0.0,7.0,0.0,3.0,"Obscenity: 0
Violence: 7
Sexism: 0
Stigmatization: 3",1
29281,29280,DJ Sem,Chaque Jour,2018.0,390,2.0,0.0,0.0,0.0,"Obscenity: 2 (mots ""beurre"", ""brasser"", ""miff"", ""poto"", ""pétard"", ""khouya"")
Violence: 0
Sexism: 0
Stigmatization: 0",1
29282,29281,Sauveur Eloheem,Dead Souls,2018.0,344,0.0,4.0,4.0,6.0,"Obscenity: 0
Violence: 4
Sexism: 4
Stigmatization: 6",1
29283,29282,Flaco Mundo,Carte fin d’jeu,2018.0,444,7.0,6.0,3.0,2.0,"Obscenity: 7
Violence: 6
Sexism: 3
Stigmatization: 2",1
29284,29283,Flaco Mundo,Stacy Adams,2018.0,318,8.0,2.0,7.0,4.0,"Obscenity: 8
Violence: 2
Sexism: 7
Stigmatization: 4",1
29285,29284,Les Anticipateurs,Connection Maghrebine,2013.0,584,10.0,0.0,0.0,2.0,"Obscenity: 10
Violence: 0
Sexism: 0
Stigmatization: 2",1
29286,29285,Bigflo & Oli,Château de Cartes,2005.0,907,0.0,8.0,0.0,4.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 4",1
29287,29286,Nelio,Wakanda,2018.0,401,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29288,29287,Les Anticipateurs,Bateaux Colombiens,2018.0,504,2.0,0.0,0.0,0.0,"Obscenity: 2 (mots vulgaires: ""câlin"", ""crisse"")
Violence: 0
Sexism: 0
Stigmatization: 0",1
29289,29288,Les Anticipateurs,Bin SmoooV,2018.0,311,8.0,2.0,4.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 4
Stigmatization: 2",1
29290,29289,Benab,Banal,2018.0,310,4.0,8.0,0.0,0.0,"Obscenity: 4
Violence: 8
Sexism: 0
Stigmatization: 0",1
29291,29290,Chris Karjack,LA MINUTE CHRIS 10,2018.0,291,8.0,6.0,6.0,4.0,"Obscenity: 8
Violence: 6
Sexism: 6
Stigmatization: 4",1
29292,29291,Abou Debeing,La force,2018.0,539,2.0,3.0,6.0,4.0,"Obscenity: 2
Violence: 3
Sexism: 6
Stigmatization: 4",1
29293,29292,Still Fresh,Jamais,2018.0,357,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29294,29293,Still Fresh,Ils nous connaissent pas,2018.0,102,0.0,0.0,4.0,4.0,"Obscenity: 0
Violence: 0
Sexism: 4
Stigmatization: 4",1
29295,29294,Still Fresh,Sade,2018.0,389,4.0,3.0,0.0,0.0,"Obscenity: 4
Violence: 3
Sexism: 0
Stigmatization: 0",1
29296,29295,Still Fresh,Still de vie,2018.0,428,8.0,7.0,4.0,3.0,"Obscenity: 8
Violence: 7
Sexism: 4
Stigmatization: 3",1
29297,29296,Still Fresh,Illusion,2018.0,335,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
29298,29297,Still Fresh,Rien à déclarer,2018.0,270,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29299,29298,Les Anticipateurs,Comme Un Ninja,2013.0,712,9.0,7.0,6.0,4.0,"Obscenity: 9
Violence: 7
Sexism: 6
Stigmatization: 4",1
29300,29299,Flaco Mundo,Space Jam,2018.0,347,8.0,2.0,2.0,1.0,Obscenity: 8 Violence: 2 Sexism: 2 Stigmatization: 1,1
29301,29300,PNL,À l’ammoniaque,2018.0,469,0.0,2.0,4.0,4.0,Obscenity: 0 Violence: 2 Sexism: 4 Stigmatization: 4,1
29302,29301,A2H,Nudes,2018.0,387,10.0,0.0,10.0,0.0,"Obscenity: 10
Violence: 0
Sexism: 10
Stigmatization: 0",1
29303,29302,Azur,K2000,2018.0,412,8.0,4.0,4.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 4
Stigmatization: 4",1
29304,29303,MB,Jack Sparrow,2018.0,575,2.0,4.0,0.0,1.0,"Obscenity: 2 (merde, cratère)
Violence: 4 (si je tire, je vais pas l'rater, je laisserai un cratère)
Sexism: 0
Stigmatization: 1 (pas de",1
29305,29304,Toma,Le ciel,2006.0,313,0.0,0.0,0.0,2.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 2",1
29306,29305,113,Sans retour,1999.0,186,0.0,0.0,0.0,0.0,Obscenity: 0 Violence: 0 Sexism: 0 Stigmatization: 0,1
29307,29306,113,1001 nuits,1999.0,523,8.0,9.0,2.0,6.0,"Obscenity: 8
Violence: 9
Sexism: 2
Stigmatization: 6",1
29308,29307,Flaco Mundo,Cap Vert,2018.0,422,7.0,0.0,3.0,4.0,"Obscenity: 7
Violence: 0
Sexism: 3
Stigmatization: 4",1
29309,29308,Flaco Mundo,Call of,2018.0,38,2.0,0.0,0.0,0.0,"Obscenity: 2 (mots vulgaires: ""baise"")
Violence: 0
Sexism: 0
Stigmatization: 0",1
29310,29309,Flaco Mundo,Mala,2018.0,282,9.0,4.0,9.0,9.0,"Obscenity: 9
Violence: 4
Sexism: 9
Stigmatization: 9",1
29311,29310,Flaco Mundo,Shelby,2018.0,180,10.0,6.0,2.0,2.0,"Obscenity: 10
Violence: 6
Sexism: 2
Stigmatization: 2",1
29312,29311,Flaco Mundo,Forreal,2018.0,18,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29314,29313,Flaco Mundo,Pays Chauds,2018.0,508,7.0,2.0,4.0,4.0,"Obscenity: 7
Violence: 2
Sexism: 4
Stigmatization: 4",1
29315,29314,113,Main dans la main,1999.0,697,6.0,7.0,2.0,4.0,"Obscenity: 6
Violence: 7
Sexism: 2
Stigmatization: 4",1
29316,29315,Chris Karjack,LA MINUTE CHRIS 8,2018.0,238,8.0,4.0,4.0,4.0,"Obscenity: 8
Violence: 4
Sexism: 4
Stigmatization: 4",1
29317,29316,113,L’âge du meurtre,1999.0,742,8.0,7.0,0.0,0.0,"Obscenity: 8
Violence: 7
Sexism: 0
Stigmatization: 0",1
29318,29317,113,De l’autre coté de la rue,2002.0,642,9.0,8.0,0.0,2.0,"Obscenity: 9
Violence: 8
Sexism: 0
Stigmatization: 2",1
29319,29318,PNL,Deux frères,2019.0,484,9.0,8.0,0.0,2.0,Obscenity: 9 Violence: 8 Sexism: 0 Stigmatization: 2,1
29320,29319,Chris Karjack,LA MINUTE CHRIS 6,2018.0,242,9.0,7.0,2.0,6.0,"Obscenity: 9
Violence: 7
Sexism: 2
Stigmatization: 6",1
29321,29320,Manau,Panique celtique,1998.0,283,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29322,29321,Manau,Intro,1998.0,122,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29323,29322,Manau,Le chant des druides,1998.0,500,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29324,29323,Manau,Faut pas tiser en Bretagne,1998.0,515,2.0,0.0,0.0,4.0,"Obscenity: 2
Violence: 0
Sexism: 0
Stigmatization: 4",1
29325,29324,Manau,Le chien du forgeron,1998.0,371,0.0,8.0,0.0,1.0,"Obscenity: 0
Violence: 8
Sexism: 0
Stigmatization: 1",1
29326,29325,Manau,La confession,1998.0,530,0.0,8.0,2.0,0.0,"Obscenity: 0
Violence: 8
Sexism: 2
Stigmatization: 0",1
29327,29326,Manau,Mais qui est la belette ?,1998.0,443,0.0,0.0,0.0,0.0,"Obscenity: 0
Violence: 0
Sexism: 0
Stigmatization: 0",1
29328,29327,Manau,Je parle,1998.0,360,8.0,6.0,8.0,4.0,"Obscenity: 8
Violence: 6
Sexism: 8
Stigmatization: 4",1
29329,29328,Sniper,Intro,2001.0,155,0.0,6.0,0.0,2.0,"Obscenity: 0
Violence: 6
Sexism: 0
Stigmatization: 2",1
29330,29329,Sniper,Sniper processus,2001.0,837,2.0,3.0,0.0,0.0,"Obscenity: 2
Violence: 3
Sexism: 0
Stigmatization: 0",1
29331,29330,Sniper,Le crew est de sortie,2001.0,691,8.0,2.0,0.0,2.0,"Obscenity: 8
Violence: 2
Sexism: 0
Stigmatization: 2",1
29332,29331,Sniper,La sentence,2001.0,842,8.0,0.0,0.0,2.0,"Obscenity: 8
Violence: 0
Sexism: 0
Stigmatization: 2",1
29333,29332,Sniper,Aketo solo,2001.0,671,8.0,6.0,0.0,4.0,"Obscenity: 8
Violence: 6
Sexism: 0
Stigmatization: 4",1
29334,29333,Sniper,La rumba,2001.0,731,9.0,0.0,8.0,0.0,"Obscenity: 9
Violence: 0
Sexism: 8
Stigmatization: 0",1
29335,29334,Vax1,Enta da Cypher,2013.0,735,8.0,4.0,0.0,0.0,"Obscenity: 8
Violence: 4
Sexism: 0
Stigmatization: 0",1
29336,29335,Sniper,Zamalia,2006.0,484,7.0,0.0,6.0,0.0,"Obscenity: 7
Violence: 0
Sexism: 6
Stigmatization: 0",1
29337,29336,Bosh,Tout droit,2018.0,464,9.0,8.0,4.0,4.0,Obscenity: 9 Violence: 8 Sexism: 4 Stigmatization: 4,1
